Experiment,User_ID,Turn,Q_orig,V_state,Advantage,Progress,H_state,H_action,Dissonance,Delta_H_state,Delta_H_action,S_Trend,Sys_Strategy,Sys_Category,Prev_User_Strategy,Prev_User_Category
Qwen3-8B,persona_82,4,1.0,0.2,1.0,0.0,0.4439701864933815,9.919002814949665e-05,0.443870996465232,0.0890140245930498,-0.30257657523340536,0.39159059982645517,Donation Information,Action Facilitation,Information Inquiry,Evasion
Qwen3-8B,persona_82,5,1.0,0.2,1.0,0.0,0.5074196065972848,0.002684271146591812,0.5047353354506929,0.06344942010390331,0.0025850811184423153,0.060864338985460995,Source Related Inquiry,Exploration,Information Inquiry,Evasion
Qwen3-8B,persona_82,6,1.0,0.4,0.75,0.2,0.5257441213324178,0.012819259603062919,0.5129248617293548,0.01832451473513297,0.010134988456471107,0.008189526278661862,Personal Story,Core Persuasion,Information Inquiry,Evasion
Qwen3-8B,persona_82,7,1.0,0.8,0.25,0.4,0.5964594187121931,0.03707474413146048,0.5593846745807326,0.07071529737977533,0.024255484528397563,0.04645981285137777,Foot in the Door,Action Facilitation,Hesitance,Evasion
Qwen3-8B,persona_82,8,1.0,0.2,1.0,-0.6000000000000001,0.5343534319696541,0.2691601143377655,0.26519331763188864,-0.06210598674253898,0.23208537020630501,-0.294191356948844,Foot in the Door,Action Facilitation,Hesitance,Evasion
Qwen3-8B,persona_64,2,0.0,0.4,-0.5,0.0,0.4551426427316291,0.41265204646400067,0.04249059626762841,0.0,0.0,0.0,Emotion Appeal,Core Persuasion,Others,Evasion
Qwen3-8B,persona_64,3,0.0,0.2,-0.25,-0.2,0.4532575307367476,0.45402133727370997,-0.0007638065369623415,-0.0018851119948814499,0.0413692908097093,-0.04325440280459075,Credibility Appeal,Core Persuasion,Information Inquiry,Evasion
Qwen3-8B,persona_64,4,0.0,0.0,0.0,-0.2,0.5341664531106255,0.025086146205810685,0.5090803069048148,0.08090892237387787,-0.4289351910678993,0.5098441134417772,Personal Story,Core Persuasion,Information Inquiry,Evasion
Qwen3-8B,persona_64,5,0.0,0.0,0.0,0.0,0.3609656391292324,0.0021836148718255015,0.3587820242574069,-0.1732008139813931,-0.022902531333985184,-0.1502982826474079,Source Related Inquiry,Exploration,Information Inquiry,Evasion
Qwen3-8B,persona_64,6,0.0,0.2,-0.25,0.2,0.5024882184333724,0.019894476288959823,0.48259374214441264,0.14152257930414003,0.01771086141713432,0.1238117178870057,Foot in the Door,Action Facilitation,Hesitance,Evasion
Qwen3-8B,persona_64,7,0.0,0.0,0.0,-0.2,0.5557769807105223,0.09351410945397144,0.46226287125655086,0.05328876227714985,0.07361963316501162,-0.02033087088786177,Foot in the Door,Action Facilitation,Information Inquiry,Evasion
Qwen3-8B,persona_64,8,0.0,0.0,0.0,0.0,0.46423444831015315,0.10617901192175822,0.35805543638839493,-0.09154253240036914,0.012664902467786773,-0.10420743486815591,Foot in the Door,Action Facilitation,Information Inquiry,Evasion
Qwen3-8B,persona_64,9,0.0,0.0,0.0,0.0,0.48485395580777835,0.03501368039618998,0.4498402754115884,0.0206195074976252,-0.07116533152556823,0.09178483902319343,Foot in the Door,Action Facilitation,Information Inquiry,Evasion
Qwen3-8B,persona_64,10,0.0,0.0,0.0,0.0,0.47411954693790087,0.002546952312559614,0.47157259462534123,-0.010734408869877476,-0.03246672808363037,0.02173231921375289,Foot in the Door,Action Facilitation,Information Inquiry,Evasion
Qwen3-8B,persona_58,2,1.0,0.6,0.5,0.0,0.4545722572375657,0.36252322049573815,0.09204903674182757,0.0,0.0,0.0,Logical Appeal,Core Persuasion,Others,Evasion
Qwen3-8B,persona_58,3,1.0,0.4,0.75,-0.19999999999999996,0.5897283389476505,0.3965710276035904,0.1931573113440601,0.1351560817100848,0.03404780710785227,0.10110827460223254,Credibility Appeal,Core Persuasion,Information Inquiry,Evasion
Qwen3-8B,persona_58,4,1.0,0.2,1.0,-0.2,0.4230167937990892,0.010036883136769316,0.41297991066231987,-0.16671154514856135,-0.3865341444668211,0.21982259931825976,Source Related Inquiry,Exploration,Information Inquiry,Evasion
Qwen3-8B,persona_58,5,1.0,0.4,0.75,0.2,0.5066887368435642,0.0018305369316845733,0.5048581999118796,0.083671943044475,-0.008206346205084742,0.09187828924955975,Personal Story,Core Persuasion,Hesitance,Evasion
Qwen3-8B,persona_58,6,1.0,1.0,0.0,0.6,0.6105494333435927,0.0018774729969951974,0.6086719603465975,0.1038606965000285,4.693606531062412e-05,0.10381376043471786,Foot in the Door,Action Facilitation,Personal Choice,Defensive
Qwen3-8B,persona_58,7,1.0,1.0,0.0,0.0,0.49127173505234856,0.2862257035938219,0.20504603145852668,-0.11927769829124413,0.2843482305968267,-0.4036259288880708,Self Modeling,Action Facilitation,Hesitance,Evasion
Qwen3-8B,persona_13,2,0.0,0.2,-0.25,0.0,0.5511099346460568,0.4003851288359752,0.15072480581008163,0.0,0.0,0.0,Emotion Appeal,Core Persuasion,Others,Evasion
Qwen3-8B,persona_13,3,0.0,0.2,-0.25,0.0,0.4486143894206111,0.016796287703965018,0.4318181017166461,-0.10249554522544574,-0.3835888411320102,0.28109329590656446,Donation Information,Action Facilitation,Information Inquiry,Evasion
Qwen3-8B,persona_13,4,0.0,0.6,-0.75,0.39999999999999997,0.40907970975461866,0.33209188390194067,0.076987825852678,-0.039534679665992445,0.31529559619797565,-0.3548302758639681,Credibility Appeal,Core Persuasion,Information Inquiry,Evasion
Qwen3-8B,persona_13,5,0.0,0.2,-0.25,-0.39999999999999997,0.5295697196199417,0.016725072631191773,0.51284464698875,0.12049000986532304,-0.3153668112707489,0.43585682113607194,Personal Story,Core Persuasion,Information Inquiry,Evasion
Qwen3-8B,persona_13,6,0.0,0.2,-0.25,0.0,0.5209907500867841,0.15746530123647562,0.36352544885030846,-0.008578969533157621,0.14074022860528385,-0.14931919813844147,Foot in the Door,Action Facilitation,Information Inquiry,Evasion
Qwen3-8B,persona_13,7,0.0,0.6,-0.75,0.39999999999999997,0.5579983995697299,0.04209853448273305,0.5158998650869968,0.03700764948294577,-0.11536676675374258,0.15237441623668835,Self Modeling,Action Facilitation,Hesitance,Evasion
Qwen3-8B,persona_13,8,0.0,0.4,-0.5,-0.19999999999999996,0.5629944334849559,0.375441948080764,0.18755248540419195,0.004996033915226072,0.33334341359803094,-0.32834737968280486,Task Related Inquiry,Exploration,Hesitance,Evasion
Qwen3-8B,persona_13,9,0.0,0.2,-0.25,-0.2,0.617231744724986,0.6798428543343238,-0.0626111096093378,0.05423731124003006,0.3044009062535598,-0.25016359501352975,Personal Story,Core Persuasion,Hesitance,Evasion
Qwen3-8B,persona_13,10,0.0,0.0,0.0,-0.2,0.616206490709534,0.4361205764839971,0.18008591422553694,-0.0010252540154519485,-0.24372227785032669,0.24269702383487474,Emotion Appeal,Core Persuasion,Personal Choice,Defensive
Qwen3-8B,persona_280,2,0.0,0.4,-0.5,0.0,0.5234995086313212,0.4183066796188989,0.10519282901242233,0.0,0.0,0.0,Emotion Appeal,Core Persuasion,Others,Evasion
Qwen3-8B,persona_280,3,0.0,0.4,-0.5,0.0,0.3821024378867801,5.062598865176696e-05,0.38205181189812837,-0.1413970707445411,-0.41825605363024715,0.27685898288570604,Donation Information,Action Facilitation,Information Inquiry,Evasion
Qwen3-8B,persona_280,4,0.0,0.2,-0.25,-0.2,0.38742262200144095,0.2543204097671474,0.13310221223429353,0.005320184114660842,0.2542697837784957,-0.24894959966383484,Credibility Appeal,Core Persuasion,Information Inquiry,Evasion
Qwen3-8B,persona_280,5,0.0,0.6,-0.75,0.39999999999999997,0.45818046897217246,0.5463364633562033,-0.08815599438403088,0.07075784697073151,0.2920160535890559,-0.2212582066183244,Personal Story,Core Persuasion,Hesitance,Evasion
Qwen3-8B,persona_280,6,0.0,0.4,-0.5,-0.19999999999999996,0.5513827321250965,0.024786587970743783,0.5265961441543527,0.09320226315292401,-0.5215498753854596,0.6147521385383836,Foot in the Door,Action Facilitation,Hesitance,Evasion
Qwen3-8B,persona_280,7,0.0,0.0,0.0,-0.4,0.6044265756963427,0.2890634001347157,0.315363175561627,0.05304384357124625,0.2642768121639719,-0.21123296859272567,Self Modeling,Action Facilitation,Personal Choice,Defensive
Qwen3-8B,persona_280,8,0.0,0.4,-0.5,0.4,0.575044988840248,0.1293204330752086,0.44572455576503944,-0.02938158685609471,-0.1597429670595071,0.1303613802034124,Personal Related Inquiry,Exploration,Personal Choice,Defensive
Qwen3-8B,persona_280,9,0.0,0.0,0.0,-0.4,0.5105077122719348,0.23079289161203373,0.27971482065990105,-0.0645372765683132,0.10147245853682513,-0.16600973510513833,Source Related Inquiry,Exploration,Personal Choice,Defensive
Qwen3-8B,persona_280,10,0.0,0.0,0.0,0.0,0.5504140402480349,0.284193700369877,0.26622033987815785,0.03990632797610005,0.05340080875784328,-0.013494480781743229,Task Related Inquiry,Exploration,Personal Choice,Defensive
Qwen3-8B,persona_45,2,0.0,0.2,-0.25,0.0,0.5271813293273642,0.3964588726030422,0.13072245672432198,0.0,0.0,0.0,Emotion Appeal,Core Persuasion,Hesitance,Evasion
Qwen3-8B,persona_45,3,0.0,0.0,0.0,-0.2,0.32501288671179357,0.3466385146333063,-0.021625627921512736,-0.2021684426155706,-0.049820357969735884,-0.1523480846458347,Credibility Appeal,Core Persuasion,Information Inquiry,Evasion
Qwen3-8B,persona_45,4,0.0,0.0,0.0,0.0,0.4490046888016158,0.11626561015256964,0.33273907864904617,0.12399180208982225,-0.23037290448073666,0.3543647065705589,Donation Information,Action Facilitation,Information Inquiry,Evasion
Qwen3-8B,persona_45,5,0.0,0.0,0.0,0.0,0.5370390530521046,6.0480994380525326e-05,0.5369785720577241,0.08803436425048883,-0.11620512915818912,0.20423949340867795,Foot in the Door,Action Facilitation,Hesitance,Evasion
Qwen3-8B,persona_45,6,0.0,0.2,-0.25,0.2,0.5098925729123325,0.17287780479815837,0.3370147681141741,-0.027146480139772167,0.17281732380377784,-0.19996380394355,Self Modeling,Action Facilitation,Hesitance,Evasion
Qwen3-8B,persona_45,7,0.0,0.0,0.0,-0.2,0.6218218319699432,0.2471298368953058,0.37469199507463746,0.11192925905761075,0.07425203209714742,0.03767722696046333,Personal Related Inquiry,Exploration,Hesitance,Evasion
Qwen3-8B,persona_45,8,0.0,0.0,0.0,0.0,0.5592486874338568,0.2976778498361031,0.2615708375977537,-0.06257314453608642,0.05054801294079733,-0.11312115747688375,Personal Story,Core Persuasion,Personal Choice,Defensive
Qwen3-8B,persona_45,9,0.0,0.0,0.0,0.0,0.5836395063162205,0.17873802177242576,0.40490148454379477,0.02439081888236372,-0.11893982806367737,0.14333064694604108,Foot in the Door,Action Facilitation,Personal Choice,Defensive
Qwen3-8B,persona_45,10,0.0,0.0,0.0,0.0,0.6034092517571755,0.0024850623384413805,0.6009241894187342,0.019769745440955,-0.1762529594339844,0.1960227048749394,Foot in the Door,Action Facilitation,Hesitance,Evasion
Qwen3-8B,persona_16,2,0.0,0.0,0.0,0.0,0.40105165016697464,0.4856697526487889,-0.08461810248181428,0.0,0.0,0.0,Emotion Appeal,Core Persuasion,Others,Evasion
Qwen3-8B,persona_16,3,0.0,0.0,0.0,0.0,0.37633056164451334,0.3512254861132244,0.025105075531288934,-0.0247210885224613,-0.13444426653556452,0.10972317801310322,Credibility Appeal,Core Persuasion,Information Inquiry,Evasion
Qwen3-8B,persona_16,4,0.0,0.2,-0.25,0.2,0.3758168692753033,5.2483138730292965e-05,0.375764386136573,-0.0005136923692100615,-0.3511730029744941,0.35065931060528405,Donation Information,Action Facilitation,Information Inquiry,Evasion
Qwen3-8B,persona_16,5,0.0,0.0,0.0,-0.2,0.4396211516223519,0.42766916456187787,0.011951987060474012,0.0638042823470486,0.42761668142314757,-0.36381239907609897,Credibility Appeal,Core Persuasion,Source Derogation,Offensive
Qwen3-8B,persona_16,6,0.0,0.2,-0.25,0.2,0.5566669217167992,0.433267321505002,0.12339960021179719,0.11704577009444733,0.005598156943124155,0.11144761315132318,Self Modeling,Action Facilitation,Hesitance,Evasion
Qwen3-8B,persona_16,7,0.0,0.0,0.0,-0.2,0.5577250050784859,0.07092903860837639,0.4867959664701095,0.001058083361686668,-0.3623382828966256,0.3633963662583123,Foot in the Door,Action Facilitation,Hesitance,Evasion
Qwen3-8B,persona_16,8,0.0,0.0,0.0,0.0,0.46337226086707206,1.917426583882943e-05,0.46335308660123325,-0.09435274421141382,-0.07090986434253756,-0.023442879868876262,Personal Story,Core Persuasion,Information Inquiry,Evasion
Qwen3-8B,persona_16,9,0.0,0.0,0.0,0.0,0.5678254343203217,0.4381645872300168,0.12966084709030495,0.10445317345324967,0.43814541296417797,-0.3336922395109283,Task Related Inquiry,Exploration,Hesitance,Evasion
Qwen3-8B,persona_16,10,0.0,0.0,0.0,0.0,0.5274804976136267,0.004400952774424657,0.523079544839202,-0.040344936706695034,-0.43376363445559213,0.3934186977488971,Source Related Inquiry,Exploration,Information Inquiry,Evasion
Qwen3-8B,persona_48,2,1.0,0.6,0.5,0.0,0.49765394494612586,0.2527798545445001,0.24487409040162578,0.0,0.0,0.0,Personal Story,Core Persuasion,Others,Evasion
Qwen3-8B,persona_48,3,1.0,0.8,0.25,0.20000000000000007,0.38848845245769936,5.889658010644916e-05,0.3884295558775929,-0.1091654924884265,-0.25272095796439364,0.14355546547596715,Donation Information,Action Facilitation,Information Inquiry,Evasion
Qwen3-8B,persona_48,4,1.0,0.6,0.5,-0.20000000000000007,0.4526574046151222,9.549864417063959e-05,0.4525619059709516,0.06416895215742285,3.660206406419043e-05,0.06413235009335866,Foot in the Door,Action Facilitation,Hesitance,Evasion
Qwen3-8B,persona_48,5,1.0,0.6,0.5,0.0,0.5207232851328699,0.4373836812778341,0.0833396038550358,0.0680658805177477,0.4372881826336635,-0.3692223021159158,Credibility Appeal,Core Persuasion,Hesitance,Evasion
Qwen3-8B,persona_48,6,1.0,0.2,1.0,-0.39999999999999997,0.4675027191879583,0.0064169865866463395,0.46108573260131197,-0.05322056594491159,-0.43096669469118776,0.37774612874627617,Personal Story,Core Persuasion,Information Inquiry,Evasion
Qwen3-8B,persona_48,7,1.0,0.6,0.5,0.39999999999999997,0.514836249992428,0.496107808552142,0.01872844144028607,0.047333530804469726,0.4896908219654956,-0.4423572911610259,Self Modeling,Action Facilitation,Hesitance,Evasion
Qwen3-8B,persona_112,2,0.0,0.2,-0.25,0.0,0.5858603440490996,0.21547073536359884,0.37038960868550075,0.0,0.0,0.0,Foot in the Door,Action Facilitation,Others,Evasion
Qwen3-8B,persona_112,3,0.0,0.2,-0.25,0.0,0.441714441212533,0.44363529885311925,-0.0019208576405862487,-0.1441459028365666,0.2281645634895204,-0.372310466326087,Credibility Appeal,Core Persuasion,Information Inquiry,Evasion
Qwen3-8B,persona_112,4,0.0,0.0,0.0,-0.2,0.4674452136012518,0.0018855123209941332,0.46555970128025764,0.025730772388718792,-0.4417497865321251,0.4674805589208439,Source Related Inquiry,Exploration,Information Inquiry,Evasion
Qwen3-8B,persona_112,5,0.0,0.0,0.0,0.0,0.5417725811465834,0.06240993465570331,0.4793626464908801,0.07432736754533165,0.06052442233470918,0.013802945210622468,Personal Story,Core Persuasion,Hesitance,Evasion
Qwen3-8B,persona_112,6,0.0,0.2,-0.25,0.2,0.5326485064103909,0.10111610752972755,0.4315323988806633,-0.009124074736192589,0.03870617287402424,-0.04783024761021683,Self Modeling,Action Facilitation,Personal Choice,Defensive
Qwen3-8B,persona_112,7,0.0,0.2,-0.25,0.0,0.5540562914245122,0.24281221563608846,0.3112440757884237,0.021407785014121328,0.1416961081063609,-0.12028832309223958,Foot in the Door,Action Facilitation,Personal Choice,Defensive
Qwen3-8B,persona_112,8,0.0,0.2,-0.25,0.0,0.5258912841770519,0.3089043287222866,0.21698695545476526,-0.028165007247460294,0.06609211308619817,-0.09425712033365846,Foot in the Door,Action Facilitation,Personal Choice,Defensive
Qwen3-8B,persona_112,9,0.0,0.0,0.0,-0.2,0.5843571776082054,0.11822388847723668,0.4661332891309687,0.05846589343115349,-0.19068044024504993,0.24914633367620342,Foot in the Door,Action Facilitation,Hesitance,Evasion
Qwen3-8B,persona_112,10,0.0,0.0,0.0,0.0,0.4147084100099456,0.0005185965761791341,0.4141898134337665,-0.16964876759825975,-0.11770529190105755,-0.0519434756972022,Foot in the Door,Action Facilitation,Hesitance,Evasion
Qwen3-8B,persona_14,2,0.0,0.4,-0.5,0.0,0.40105165016697464,0.4856697526487889,-0.08461810248181428,0.0,0.0,0.0,Emotion Appeal,Core Persuasion,Others,Evasion
Qwen3-8B,persona_14,3,0.0,0.4,-0.5,0.0,0.4263733439226252,0.47704559093196286,-0.050672247009337645,0.025321693755650576,-0.008624161716826062,0.03394585547247664,Credibility Appeal,Core Persuasion,Information Inquiry,Evasion
Qwen3-8B,persona_14,4,0.0,0.4,-0.5,0.0,0.3439499537052046,0.04698211142428685,0.29696784228091777,-0.08242339021742062,-0.430063479507676,0.34764008929025536,Personal Story,Core Persuasion,Information Inquiry,Evasion
Qwen3-8B,persona_14,5,0.0,0.0,0.0,-0.4,0.47824463521287947,0.018968402496026552,0.4592762327168529,0.13429468150767487,-0.028013708928260297,0.16230839043593517,Source Related Inquiry,Exploration,Information Inquiry,Evasion
Qwen3-8B,persona_14,6,0.0,0.4,-0.5,0.4,0.5051365343493538,4.5414809140561095e-05,0.5050911195402132,0.02689189913647433,-0.01892298768688599,0.045814886823360323,Foot in the Door,Action Facilitation,Hesitance,Evasion
Qwen3-8B,persona_14,7,0.0,0.4,-0.5,0.0,0.6724807820435909,0.010826367807906604,0.6616544142356843,0.16734424769423706,0.010780952998766044,0.156563294695471,Self Modeling,Action Facilitation,Hesitance,Evasion
Qwen3-8B,persona_14,8,0.0,0.4,-0.5,0.0,0.5871026365642711,0.19360453074316075,0.39349810582111033,-0.08537814547931977,0.18277816293525415,-0.26815630841457394,Task Related Inquiry,Exploration,Hesitance,Evasion
Qwen3-8B,persona_14,9,0.0,0.4,-0.5,0.0,0.4270582201057264,2.851785371868079e-05,0.42702970225200776,-0.16004441645854467,-0.19357601288944207,0.0335315964308974,Donation Information,Action Facilitation,Information Inquiry,Evasion
Qwen3-8B,persona_14,10,0.0,0.2,-0.25,-0.2,0.5270306977250816,0.41459714950897447,0.11243354821610713,0.09997247761935518,0.4145686316552558,-0.31459615403590063,Personal Story,Core Persuasion,Hesitance,Evasion
Qwen3-8B,persona_288,2,0.0,0.0,0.0,0.0,0.48771050085690926,0.643555293029648,-0.15584479217273872,0.0,0.0,0.0,Emotion Appeal,Core Persuasion,Others,Evasion
Qwen3-8B,persona_288,3,0.0,0.0,0.0,0.0,0.4418715275033429,4.477764127460091e-05,0.4418267498620683,-0.04583897335356635,-0.6435105153883733,0.597671542034807,Donation Information,Action Facilitation,Information Inquiry,Evasion
Qwen3-8B,persona_288,4,0.0,0.4,-0.5,0.4,0.5294656008349167,0.39128547958566384,0.13818012124925283,0.08759407333157376,0.39124070194438926,-0.3036466286128155,Credibility Appeal,Core Persuasion,Hesitance,Evasion
Qwen3-8B,persona_288,5,0.0,0.4,-0.5,0.0,0.5128690394591892,0.22506362558794646,0.2878054138712427,-0.016596561375727514,-0.16622185399771738,0.14962529262198987,Personal Story,Core Persuasion,Hesitance,Evasion
Qwen3-8B,persona_288,6,0.0,0.0,0.0,-0.4,0.4881552592312906,0.0002405500768110789,0.48791470915447954,-0.024713780227898552,-0.22482307551113537,0.20010929528323682,Foot in the Door,Action Facilitation,Self Pity,Defensive
Qwen3-8B,persona_288,7,0.0,0.0,0.0,0.0,0.5143361760708044,0.10470326432946019,0.4096329117413442,0.02618091683951379,0.10446271425264911,-0.07828179741313532,Self Modeling,Action Facilitation,Personal Choice,Defensive
Qwen3-8B,persona_288,8,0.0,0.0,0.0,0.0,0.5958824424392024,0.028801214963757624,0.5670812274754448,0.08154626636839801,-0.07590204936570256,0.15744831573410056,Source Related Inquiry,Exploration,Hesitance,Evasion
Qwen3-8B,persona_288,9,0.0,0.0,0.0,0.0,0.5965613218850117,0.2755259001802511,0.32103542170476057,0.000678879445809244,0.24672468521649346,-0.24604580577068422,Source Related Inquiry,Exploration,Hesitance,Evasion
Qwen3-8B,persona_288,10,0.0,0.0,0.0,0.0,0.6000556216249662,0.2725605475874216,0.3274950740375446,0.0034942997399545206,-0.0029653525928294844,0.006459652332784005,Source Related Inquiry,Exploration,Hesitance,Evasion
Qwen3-8B,persona_113,2,1.0,0.8,0.25,0.0,0.5368447650323737,0.3258730457696786,0.21097171926269503,0.0,0.0,0.0,Emotion Appeal,Core Persuasion,Self Pity,Defensive
Qwen3-8B,persona_113,3,1.0,0.8,0.25,0.0,0.4786889146947317,0.3579894646831138,0.12069945001161786,-0.05815585033764198,0.032116418913435196,-0.09027226925107718,Credibility Appeal,Core Persuasion,Information Inquiry,Evasion
Qwen3-8B,persona_113,4,1.0,0.6,0.5,-0.20000000000000007,0.46906316103552137,0.0005621297869477003,0.4685010312485737,-0.009625753659210312,-0.3574273348961661,0.3478015812369558,Donation Information,Action Facilitation,Information Inquiry,Evasion
Qwen3-8B,persona_113,5,1.0,0.6,0.5,0.0,0.5687767736931711,0.017710705803569593,0.5510660678896016,0.09971361265764977,0.017148576016621894,0.08256503664102788,Foot in the Door,Action Facilitation,Hesitance,Evasion
Qwen3-8B,persona_113,6,1.0,0.8,0.25,0.20000000000000007,0.5046635849866626,0.02271825322620072,0.48194533176046195,-0.0641131887065085,0.005007547422631126,-0.06912073612913963,Self Modeling,Action Facilitation,Self Pity,Defensive
Qwen3-8B,persona_113,7,1.0,0.4,0.75,-0.4,0.5265413981740257,0.6928706773667764,-0.16632927919275076,0.021877813187363038,0.6701524241405757,-0.6482746109532127,Personal Story,Core Persuasion,Self-assertion,Offensive
Qwen3-8B,persona_113,8,1.0,0.4,0.75,0.0,0.5222712548834109,0.4184336989858957,0.10383755589751514,-0.004270143290614814,-0.2744369783808807,0.2701668350902659,Source Related Inquiry,Exploration,Hesitance,Evasion
Qwen3-8B,persona_113,9,1.0,0.4,0.75,0.0,0.6019291778881221,0.130164943993589,0.47176423389453304,0.0796579230047112,-0.28826875499230675,0.36792667799701795,Task Related Inquiry,Exploration,Hesitance,Evasion
Qwen3-8B,persona_80,2,1.0,0.6,0.5,0.0,0.4175189616083338,0.471681966875357,-0.05416300526702322,0.0,0.0,0.0,Emotion Appeal,Core Persuasion,Others,Evasion
Qwen3-8B,persona_80,3,1.0,0.6,0.5,0.0,0.3562763565681504,0.13400736857179482,0.22226898799635555,-0.06124260504018342,-0.33767459830356217,0.27643199326337875,Donation Information,Action Facilitation,Information Inquiry,Evasion
Qwen3-8B,persona_80,4,1.0,0.4,0.75,-0.19999999999999996,0.4217185989837991,0.3269479660280496,0.0947706329557495,0.06544224241564872,0.19294059745625478,-0.12749835504060605,Credibility Appeal,Core Persuasion,Information Inquiry,Evasion
Qwen3-8B,persona_80,5,1.0,0.6,0.5,0.19999999999999996,0.46091069312370697,2.513464798596856e-05,0.460885558475721,0.039192094139907874,-0.3269228313800636,0.3661149255199715,Foot in the Door,Action Facilitation,Hesitance,Evasion
Qwen3-8B,persona_80,6,1.0,1.0,0.0,0.4,0.528160575933942,0.29069096970817093,0.237469606225771,0.06724988281023497,0.29066583506018495,-0.22341595224994998,Personal Story,Core Persuasion,Information Inquiry,Evasion
Qwen3-8B,persona_195,2,1.0,0.8,0.25,0.0,0.40105165016697464,0.4856697526487889,-0.08461810248181428,0.0,0.0,0.0,Emotion Appeal,Core Persuasion,Others,Evasion
Qwen3-8B,persona_195,3,1.0,0.8,0.25,0.0,0.3697635540726387,0.3904046975865912,-0.020641143513952465,-0.031288096094335915,-0.09526505506219773,0.06397695896786182,Credibility Appeal,Core Persuasion,Information Inquiry,Evasion
Qwen3-8B,persona_195,4,1.0,0.8,0.25,0.0,0.43161897349785483,0.0013551180586900086,0.43026385543916484,0.06185541942521611,-0.3890495795279012,0.4509049989531173,Donation Information,Action Facilitation,Information Inquiry,Evasion
Qwen3-8B,persona_195,5,1.0,0.8,0.25,0.0,0.572143045651885,0.17433402316289134,0.39780902248899364,0.14052407215403018,0.17297890510420133,-0.03245483295017115,Foot in the Door,Action Facilitation,Hesitance,Evasion
Qwen3-8B,persona_283,2,0.0,0.6,-0.75,0.0,0.6227029450297843,0.4973699241827095,0.12533302084707482,0.0,0.0,0.0,Emotion Appeal,Core Persuasion,Others,Evasion
Qwen3-8B,persona_283,3,0.0,0.6,-0.75,0.0,0.40433082103168366,0.33618953927621725,0.06814128175546641,-0.21837212399810063,-0.16118038490649222,-0.05719173909160841,Credibility Appeal,Core Persuasion,Information Inquiry,Evasion
Qwen3-8B,persona_283,4,0.0,0.2,-0.25,-0.39999999999999997,0.44301258359440876,0.001832422886498119,0.44118016070791066,0.0386817625627251,-0.33435711638971916,0.37303887895244425,Foot in the Door,Action Facilitation,Hesitance,Evasion
Qwen3-8B,persona_283,5,0.0,0.8,-1.0,0.6000000000000001,0.5021212847828275,0.01503791684145564,0.48708336794137186,0.05910870118841871,0.013205493954957521,0.04590320723346119,Personal Story,Core Persuasion,Hesitance,Evasion
